Order in file, Clean Question, Tagged Elements, Full Question
"2","What did he see out the window?","['<MARKABLE><COREF ID=""22"" REF=""7"">', '</COREF></MARKABLE>', '<MARKABLE><COREF ID=""39"" REF=""38"">', '</COREF></MARKABLE>']","2. What did <MARKABLE><COREF ID=""22"" REF=""7"">he</COREF></MARKABLE> see out the <MARKABLE><COREF ID=""39"" REF=""38"">window</COREF></MARKABLE>?"
"3","When did this story happen?","['<MARKABLE>story</MARKABLE>']","3.  When did this <MARKABLE>story</MARKABLE> happen?"
"4","Where is the town now?","['<MARKABLE><COREF ID=""40"" REF=""3"">', '</COREF></MARKABLE>']","4.  Where is the <MARKABLE><COREF ID=""40"" REF=""3"">town</COREF></MARKABLE> now?"
"5","Why did the people die?","['<MARKABLE><COREF ID=""41"" REF=""30"">', '</COREF></MARKABLE>']","5. Why did the <MARKABLE><COREF ID=""41"" REF=""30"">people</COREF></MARKABLE> die?"
"1","Who wrote the ""Pledge of Allegiance""?","['<COREF ID=""107"" REF=""58""><MARKABLE>', '</MARKABLE></COREF>']","1. Who wrote the <COREF ID=""107"" REF=""58""><MARKABLE>""Pledge of Allegiance""</MARKABLE></COREF>?"
"2","What city was named after Christopher Columbus?","['<COREF ID=""108"" REF=""59""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""109"" REF=""61""><MARKABLE>', '</MARKABLE></COREF>']","2. What <COREF ID=""108"" REF=""59""><MARKABLE>city</MARKABLE></COREF> was named after <COREF ID=""109"" REF=""61""><MARKABLE>Christopher Columbus</MARKABLE></COREF>?"
"3","When did Columbus first see a new land?","['<COREF ID=""110"" REF=""61""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""111"" REF=""70""><MARKABLE>', '</MARKABLE></COREF>']","3. When did <COREF ID=""110"" REF=""61""><MARKABLE>Columbus</MARKABLE></COREF> first see a new <COREF ID=""111"" REF=""70""><MARKABLE>land</MARKABLE></COREF>?"
"4","Where were flags placed around the country?","['<COREF ID=""113"" REF=""65""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""112"" REF=""70""><MARKABLE>', '</MARKABLE></COREF>']","4. Where were <COREF ID=""113"" REF=""65""><MARKABLE>flags</MARKABLE></COREF> placed around the <COREF ID=""112"" REF=""70""><MARKABLE>country</MARKABLE></COREF>?"
"5","Why did Frances Bellamy write the pledge?","['<COREF ID=""114"" REF=""64""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""115"" REF=""58""><MARKABLE>', '</MARKABLE></COREF>']","5. Why did <COREF ID=""114"" REF=""64""><MARKABLE>Frances Bellamy</MARKABLE></COREF> write the <COREF ID=""115"" REF=""58""><MARKABLE>pledge</MARKABLE></COREF>?"
"1","Who were the statues carved to show?","['<COREF ID=""55"" REF=""27""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who were the <COREF ID=""55"" REF=""27""><MARKABLE>statues</MARKABLE></COREF> carved to show?"
"2","What was about to happen to the statues?","['<COREF ID=""56"" REF=""27""><MARKABLE>', '</MARKABLE></COREF>']","2.  What was about to happen to the <COREF ID=""56"" REF=""27""><MARKABLE>statues</MARKABLE></COREF>?"
"3","When did this story happen?","['<MARKABLE>story</MARKABLE>']","3.  When did this <MARKABLE>story</MARKABLE> happen?"
"4","Where is the Nile River?","['<COREF ID=""53"" REF=""51""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where is the <COREF ID=""53"" REF=""51""><MARKABLE>Nile River</MARKABLE></COREF>?"
"5","Why are the statues safe now?","['<COREF ID=""54"" REF=""27""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""22"" REF=""20""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why are the <COREF ID=""54"" REF=""27""><MARKABLE>statues</MARKABLE></COREF> safe <COREF ID=""22"" REF=""20""><MARKABLE>now</MARKABLE></COREF>?"
"1","Who is Erik?","['<COREF ID=""162"" REF=""126""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who is <COREF ID=""162"" REF=""126""><MARKABLE>Erik</MARKABLE></COREF>?"
"2","What kind of animal bones do they think Erik found?","['<COREF ID=""163"" REF=""126""><MARKABLE>', '</MARKABLE></COREF>']","2.  What kind of animal bones do they think <COREF ID=""163"" REF=""126""><MARKABLE>Erik</MARKABLE></COREF> found?"
"3","When did the dinosaur live?","['<COREF ID=""164"" REF=""130""><MARKABLE>', '</MARKABLE></COREF>']","3.  When did the <COREF ID=""164"" REF=""130""><MARKABLE>dinosaur</MARKABLE></COREF> live?"
"4","Where will the bones and teeth be kept?","['<COREF ID=""165"" REF=""133""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where will the <COREF ID=""165"" REF=""133""><MARKABLE>bones and teeth</MARKABLE></COREF> be kept?"
"5","Why might Erik's last name be famous someday?","['<COREF ID=""166"" REF=""126""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why might <COREF ID=""166"" REF=""126""><MARKABLE>Erik</MARKABLE></COREF>'s last name be famous someday?"
"1","Who thought of a new machine for writing?","['<COREF ID=""177"" REF=""167""><MARKABLE>', '</MARKABLE></COREF>']","1. Who thought of a new <COREF ID=""177"" REF=""167""><MARKABLE>machine</MARKABLE></COREF> for writing?"
"2","What is the new machine called?","['<COREF ID=""178"" REF=""167""><MARKABLE>', '</MARKABLE></COREF>']","2. What is the new <COREF ID=""178"" REF=""167""><MARKABLE>machine</MARKABLE></COREF> called?"
"3","When did Mr. Sholes make the first one?","['<COREF ID=""179"" REF=""168""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""182"" REF=""167""><MARKABLE>', '</MARKABLE></COREF>']","3. When did <COREF ID=""179"" REF=""168""><MARKABLE>Mr. Sholes</MARKABLE></COREF> make the first <COREF ID=""182"" REF=""167""><MARKABLE>one</MARKABLE></COREF>?"
"4","Where did this happen?","[]","4. Where did this happen?"
"5","Why are the letters jumbled?","['<COREF ID=""215"" REF=""208""><MARKABLE>', '</MARKABLE></COREF>']","5. Why are the <COREF ID=""215"" REF=""208""><MARKABLE>letters</MARKABLE></COREF> jumbled?"
"1","Who cleaned up the creek?","['<COREF ID=""232"" REF=""216""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who cleaned up the <COREF ID=""232"" REF=""216""><MARKABLE>creek</MARKABLE></COREF>?"
"2","What was the name of the creek?","['<COREF ID=""233"" REF=""216""><MARKABLE>', '</MARKABLE></COREF>']","2.  What was the name of the <COREF ID=""233"" REF=""216""><MARKABLE>creek</MARKABLE></COREF>?"
"3","When did the work begin?","[]","3.  When did the work begin?"
"4","Where is the bed of a creek?","[]","4.  Where is the bed of a creek?"
"5","Why did the kids make booklets?","['<MARKABLE>kids</MARKABLE>', '<MARKABLE>booklets</MARKABLE>']","5.  Why did the <MARKABLE>kids</MARKABLE> make <MARKABLE>booklets</MARKABLE>?"
"1","Who is Alex Selkirk?","['<COREF ID=""309"" REF=""254""><MARKABLE>', '</MARKABLE></COREF>']","1. Who is <COREF ID=""309"" REF=""254""><MARKABLE>Alex Selkirk</MARKABLE></COREF>?"
"2","What did Alex eat on the island?","['<COREF ID=""310"" REF=""254""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""266"" REF=""263""><MARKABLE>', '</MARKABLE></COREF>']","2. What did <COREF ID=""310"" REF=""254""><MARKABLE>Alex</MARKABLE></COREF> eat on the <COREF ID=""266"" REF=""263""><MARKABLE>island</MARKABLE></COREF>?"
"3","When was he rescued?","['<COREF ID=""311"" REF=""254""><MARKABLE>', '</MARKABLE></COREF>']","3.  When was <COREF ID=""311"" REF=""254""><MARKABLE>he</MARKABLE></COREF> rescued?"
"4","Where did Alex live on the island?","['<COREF ID=""312"" REF=""254""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""267"" REF=""263""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where did <COREF ID=""312"" REF=""254""><MARKABLE>Alex</MARKABLE></COREF> live on the <COREF ID=""267"" REF=""263""><MARKABLE>island</MARKABLE></COREF>?"
"5","Why did Alex stay on the island?","['<COREF ID=""313"" REF=""254""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""268"" REF=""263""><MARKABLE>', '</MARKABLE></COREF>']","5. Why did <COREF ID=""313"" REF=""254""><MARKABLE>Alex</MARKABLE></COREF> stay on the <COREF ID=""268"" REF=""263""><MARKABLE>island</MARKABLE></COREF>?"
"1","Who might step foot on Mars by 2010?","['<COREF ID=""324"" REF=""315""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""344"" REF=""319""><MARKABLE>', '</MARKABLE></COREF>']","1. Who might step foot on <COREF ID=""324"" REF=""315""><MARKABLE>Mars</MARKABLE></COREF> by <COREF ID=""344"" REF=""319""><MARKABLE>2010</MARKABLE></COREF>?"
"2","What will the spacecraft shoot at the moons?","['<COREF ID=""345"" REF=""316""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""346"" REF=""318""><MARKABLE>', '</MARKABLE></COREF>']","2. What will the <COREF ID=""345"" REF=""316""><MARKABLE>spacecraft</MARKABLE></COREF> shoot at the <COREF ID=""346"" REF=""318""><MARKABLE>moons</MARKABLE></COREF>?"
"3","When is this story taking place?","[]","3. When is this story taking place?"
"4","Where would you see blue sunsets?","['<COREF ID=""347"" REF=""317""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where would you see blue <COREF ID=""347"" REF=""317""><MARKABLE>sunsets</MARKABLE></COREF>?"
"5","Why might you see three moons rising in one night on Mars?","['<COREF ID=""328"" REF=""315""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why might you see three moons rising in one night on <COREF ID=""328"" REF=""315""><MARKABLE>Mars</MARKABLE></COREF>?"
"1","Who kills Florida panthers on purpose?","['<COREF ID=""348""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who kills <COREF ID=""348""><MARKABLE>Florida panthers</MARKABLE></COREF> on purpose?"
"2","What is the largest land animal?","['<COREF ID=""376"" REF=""349""><MARKABLE>', '</MARKABLE></COREF>']","2.  What is the largest land <COREF ID=""376"" REF=""349""><MARKABLE>animal</MARKABLE></COREF>?"
"3","When will people have to start caring about saving animals?","['<COREF ID=""377"" REF=""353""><MARKABLE>', '</MARKABLE></COREF>']","3.  When will people have to start caring about saving <COREF ID=""377"" REF=""353""><MARKABLE>animals</MARKABLE></COREF>?"
"4","Where do the manatees live?","['<COREF ID=""378"" REF=""350""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where do the <COREF ID=""378"" REF=""350""><MARKABLE>manatees</MARKABLE></COREF> live?"
"5","Why is the bald eagle in danger?","['<COREF ID=""379"" REF=""351""><MARKABLE>', '</MARKABLE></COREF>']","5.  Why is the bald <COREF ID=""379"" REF=""351""><MARKABLE>eagle</MARKABLE></COREF> in danger?"
"1","Who is Christopher Robin?","['<ENAMEX TYPE=""PERSON"">Christopher Robin</ENAMEX>']","1. Who is <ENAMEX TYPE=""PERSON"">Christopher Robin</ENAMEX>?"
"2","What did Mr. Robin do when Chris was three years old?","['<ENAMEX TYPE=""PERSON"">Robin</ENAMEX>', '<ENAMEX TYPE=""PERSON"">Chris</ENAMEX>']","2. What did Mr. <ENAMEX TYPE=""PERSON"">Robin</ENAMEX> do when <ENAMEX TYPE=""PERSON"">Chris</ENAMEX> was three years old?"
"3","When was Winnie the Pooh written?","[]","3.  When was Winnie the Pooh written?"
"4","Where did young Chris live?","['<ENAMEX TYPE=""PERSON"">Chris</ENAMEX>']","4.  Where did young <ENAMEX TYPE=""PERSON"">Chris</ENAMEX> live?"
"5","Why did Chris write two books of his own?","['<ENAMEX TYPE=""PERSON"">Chris</ENAMEX>']","5.  Why did <ENAMEX TYPE=""PERSON"">Chris</ENAMEX> write two books of his own?"
"1","Who fixes the merry-go-round?","[]","1. Who fixes the merry-go-round?"
"2","What is another name for a merry-go-round?","[]","2. What is another name for a merry-go-round?"
"3","When was the first one built in the United States?","['<ENAMEX TYPE=""LOCATION"">United States</ENAMEX>']","3.  When was the first one built in the <ENAMEX TYPE=""LOCATION"">United States</ENAMEX>?"
"4","Where was the first one built in the United States?","['<ENAMEX TYPE=""LOCATION"">United States</ENAMEX>']","4.  Where was the first one built in the <ENAMEX TYPE=""LOCATION"">United States</ENAMEX>?"
"5","Why do merry-go-rounds need to be fixed?","[]","5. Why do merry-go-rounds need to be fixed?"
"1","Who is the captain of the sailboat?","[]","1.  Who is the captain of the sailboat?"
"2","What is the name of the boat?","[]","2.  What is the name of the boat?"
"3","When did they reach the shore?","[]","3.  When did they reach the shore?"
"4","Where did the trip start?","[]","4.  Where did the trip start?"
"5","Why did they make the trip?","[]","5.  Why did they make the trip?"
"1","Who is the fastest man in the world?","[]","1.  Who is the fastest man in the world?"
"2","What music is played when Jesse wins a gold medal?","['<ENAMEX TYPE=""PERSON"">Jesse</ENAMEX>']","2.  What music is played when <ENAMEX TYPE=""PERSON"">Jesse</ENAMEX> wins a gold medal?"
"3","When did he begin to train?","[]","3.  When did he begin to train?"
"4","Where did he win four medals?","[]","4.  Where did he win four medals?"
"5","Why was Jesse's future not bright at one time?","['<ENAMEX TYPE=""PERSON"">Jesse</ENAMEX>']","5.  Why was <ENAMEX TYPE=""PERSON"">Jesse</ENAMEX>'s future not bright at one time?"
"1","Who swam from the United States to Russia?","['<ENAMEX TYPE=""LOCATION"">United States</ENAMEX>', '<ENAMEX TYPE=""LOCATION"">Russia</ENAMEX>']","1. Who swam from the <ENAMEX TYPE=""LOCATION"">United States</ENAMEX> to <ENAMEX TYPE=""LOCATION"">Russia</ENAMEX>?"
"2","What did Lynne do to get ready for her swim?","['<ENAMEX TYPE=""PERSON"">Lynne</ENAMEX>']","2. What did <ENAMEX TYPE=""PERSON"">Lynne</ENAMEX> do to get ready for her swim?"
"3","When did Lynne make this swim?","['<ENAMEX TYPE=""PERSON"">Lynne</ENAMEX>']","3.  When did <ENAMEX TYPE=""PERSON"">Lynne</ENAMEX> make this swim?"
"4","Where did Lynne start her swim?","['<ENAMEX TYPE=""PERSON"">Lynne</ENAMEX>']","4.  Where did <ENAMEX TYPE=""PERSON"">Lynne</ENAMEX> start her swim?"
"5","Why did her coach go with her?","[]","5.  Why did her coach go with her?"
"1","Who reached the top of Mount Everest?","['<ENAMEX TYPE=""LOCATION"">Mount Everest</ENAMEX>']","1.  Who reached the top of <ENAMEX TYPE=""LOCATION"">Mount Everest</ENAMEX>?"
"2","What is another name for a mountain top?","[]","2.	What is another name for a mountain top?"
"3","When did the climbers reach the top?","[]","3.	When did the climbers reach the top?"
"4","Where is Mount Everest?","['<ENAMEX TYPE=""LOCATION"">Mount Everest</ENAMEX>']","4.	Where is <ENAMEX TYPE=""LOCATION"">Mount Everest</ENAMEX>?"
"5","Why do you think it is so hard to reach the top?","[]","5.	Why do you think it is so hard to reach the top?"
"1","Who had a baby at Sea World?","['<ENAMEX TYPE=""ORGANIZATION"">Sea World</ENAMEX>']","1. Who had a baby at <ENAMEX TYPE=""ORGANIZATION"">Sea World</ENAMEX>?"
"2","What is the baby's name?","[]","2.  What is the baby's name?"
"3","When was the baby born?","[]","3.  When was the baby born?"
"4","Where do these sea animals live?","[]","4.  Where do these sea animals live?"
"5","Why is this baby important?","[]","5. Why is this baby important?"
"1","Who grabbed a rope and went flying?","[]","1.  Who grabbed a rope and went flying?"
"2","What did he go to town to see?","[]","2.  What did he go to town to see?"
"3","When did this happen?","[]","3.  When did this happen?"
"4","Where were the men eating their lunch?","[]","4.  Where were the men eating their lunch?"
"5","Why does a hot air balloon need fire?","[]","5.  Why does a hot air balloon need fire?"
"1","Who live in dens underground?","[]","1.  Who live in dens underground?"
"2","What is another name for them?","[]","2.  What is another name for them?"
"3","When is the day to watch the groundhogs?","[]","3.  When is the day to watch the groundhogs?"
"4","Where are most of the groundhog homes found?","[]","4.  Where are most of the groundhog homes found?"
"5","Why do people watch these animals one day of the year?","[]","5.  Why do people watch these animals one day of the year?"
"1","Who helped the Pilgrims?","[]","1. Who helped the Pilgrims?"
"2","What did they eat on the first day of thanks?","[]","2. What did they eat on the first day of thanks?"
"3","When was the first day of thanks held?","[]","3.  When was the first day of thanks held?"
"4","Where did the Pilgrims live before coming to America?","['<ENAMEX TYPE=""LOCATION"">America</ENAMEX>']","4.  Where did the Pilgrims live before coming to <ENAMEX TYPE=""LOCATION"">America</ENAMEX>?"
"5","Why were the Pilgrims sad?","[]","5. Why were the Pilgrims sad?"
"1","Who can see the northern lights?","[]","1. Who can see the northern lights?"
"2","What causes these lights?","[]","2. What causes these lights?"
"3","When can they be seen?","[]","3. When can they be seen?"
"4","Where are the northern lights?","[]","4.  Where are the northern lights?"
"5","Why is March 21 a special day?","['<TIMEX TYPE=""DATE"">March 21</TIMEX>']","5.  Why is <TIMEX TYPE=""DATE"">March 21</TIMEX> a special day?"
"1","Who left Joplin on October 26, 1861?","['<ENAMEX TYPE=""LOCATION"">Joplin</ENAMEX>', '<TIMEX TYPE=""DATE"">October 26, 1861</TIMEX>']","1. Who left <ENAMEX TYPE=""LOCATION"">Joplin</ENAMEX> on <TIMEX TYPE=""DATE"">October 26, 1861</TIMEX>?"
"2","What did the Pony Express riders do?","[]","2. What did the Pony Express riders do?"
"3","When did the Pony Express start?","[]","3.  When did the Pony Express start?"
"4","Where did the riders stop for a rest?","[]","4.  Where did the riders stop for a rest?"
"5","Why did the Pony Express end?","[]","5.  Why did the Pony Express end?"
"1","Who lives in Greenland?","['<ENAMEX TYPE=""LOCATION"">Greenland</ENAMEX>']","1.  Who lives in <ENAMEX TYPE=""LOCATION"">Greenland</ENAMEX>?"
"2","What happens on April 21?","['<TIMEX TYPE=""DATE"">April 21</TIMEX>']","2.  What happens on <TIMEX TYPE=""DATE"">April 21</TIMEX>?"
"3","When does the sun set and not rise?","['<ENAMEX TYPE=""LOCATION"">sun</ENAMEX>']","3. When does the <ENAMEX TYPE=""LOCATION"">sun</ENAMEX> set and not rise?"
"4","Where is ""the land of the midnight sun""?","['<ENAMEX TYPE=""LOCATION"">sun</ENAMEX>']","4. Where is ""the land of the midnight <ENAMEX TYPE=""LOCATION"">sun</ENAMEX>""?"
"5","Why does Greenland have strange seasons?","['<ENAMEX TYPE=""LOCATION"">Greenland</ENAMEX>']","5. Why does <ENAMEX TYPE=""LOCATION"">Greenland</ENAMEX> have strange seasons?"
"1","Who has offered to help with the clean-up?","[]","1.  Who has offered to help with the clean-up?"
"2","What animals are in trouble?","[]","2.  What animals are in trouble?"
"3","When should the clean-up take place?","[]","3.  When should the clean-up take place?"
"4","Where is the oil spill?","[]","4.  Where is the oil spill?"
"5","Why must the oil spill be stopped?","[]","5.  Why must the oil spill be stopped?"
"1","Who is writing a book?","[]","1. Who is writing a book?"
"2","What does the book show?","[]","2. What does the book show?"
"3","When did he begin the book?","[]","3. When did he begin the book?"
"4","Where does Noah work?","['<ENAMEX TYPE=""PERSON"">Noah</ENAMEX>']","4. Where does <ENAMEX TYPE=""PERSON"">Noah</ENAMEX> work?"
"5","Why does Noah want to write this book?","['<ENAMEX TYPE=""PERSON"">Noah</ENAMEX>']","5. Why does <ENAMEX TYPE=""PERSON"">Noah</ENAMEX> want to write this book?"
"1","Who made the Livermore light bulb?","['<ENAMEX TYPE=""LOCATION"">Livermore</ENAMEX>']","1. Who made the <ENAMEX TYPE=""LOCATION"">Livermore</ENAMEX> light bulb?"
"2","What is strange about this light?","[]","2. What is strange about this light?"
"3","When was the first light bulb made?","[]","3.  When was the first light bulb made?"
"4","Where is the longest-lasting light bulb?","[]","4.  Where is the longest-lasting light bulb?"
"5","Why doesn't the light bulb burn out?","[]","5. Why doesn't the light bulb burn out?"
"1","Who made the biggest ball in the world?","[]","1. Who made the biggest ball in the world?"
"2","What kind of ball did Johnson make?","['<ENAMEX TYPE=""PERSON"">Johnson</ENAMEX>']","2.  What kind of ball did <ENAMEX TYPE=""PERSON"">Johnson</ENAMEX> make?"
"3","When did Farmer Johnson start the ball?","['<ENAMEX TYPE=""PERSON"">Johnson</ENAMEX>']","3.  When did Farmer <ENAMEX TYPE=""PERSON"">Johnson</ENAMEX> start the ball?"
"4","Where can the ball be seen?","[]","4.  Where can the ball be seen?"
"5","Why did he move the ball outside?","[]","5.  Why did he move the ball outside?"
